source,date,title,summary,text,filtered,normalized
New York Times,2026-04-27,"Iran War Shakes Global Economy, but the U.S. Has Mostly Been Spared","In just eight weeks, much of the global economy has been knocked sideways. America has mostly been spared from the tumult.","Iran War Shakes Global Economy, but the U.S. Has Mostly Been Spared In just eight weeks, much of the global economy has been knocked sideways. America has mostly been spared from the tumult.",Iran War Shakes Global Economy but the U S Has Mostly Been Spared In just eight weeks much of the global economy has been knocked sideways America has mostly been spared from the tumult,iran war shakes global economy but the u s has mostly been spared in just eight weeks much of the global economy has been knocked sideways america has mostly been spared from the tumult
New York Times,2026-04-27,Canada Says Its Gold Is Traceable and Clean. So We Traced It.,We ended up in a Colombian mine controlled by a drug cartel.,Canada Says Its Gold Is Traceable and Clean. So We Traced It. We ended up in a Colombian mine controlled by a drug cartel.,Canada Says Its Gold Is Traceable and Clean So We Traced It We ended up in a Colombian mine controlled by a drug cartel,canada says its gold is traceable and clean so we traced it we ended up in a colombian mine controlled by a drug cartel
New York Times,2026-04-27,Homeowners Fight for Control of Their Community in China,"Residents signed petitions, organized rallies and held strategy sessions over karaoke, debating how far to push the authorities in their dispute with a developer.","Homeowners Fight for Control of Their Community in China Residents signed petitions, organized rallies and held strategy sessions over karaoke, debating how far to push the authorities in their dispute with a developer.",Homeowners Fight for Control of Their Community in China Residents signed petitions organized rallies and held strategy sessions over karaoke debating how far to push the authorities in their dispute with a developer,homeowners fight for control of their community in china residents signed petitions organized rallies and held strategy sessions over karaoke debating how far to push the authorities in their dispute with a developer
New York Times,2026-04-27,"U.S. Military Strikes Another Boat in Eastern Pacific, Killing 3",The United States has carried out dozens of boat strikes since September against people the Trump administration accuses of smuggling drugs.,"U.S. Military Strikes Another Boat in Eastern Pacific, Killing 3 The United States has carried out dozens of boat strikes since September against people the Trump administration accuses of smuggling drugs.",U S Military Strikes Another Boat in Eastern Pacific Killing The United States has carried out dozens of boat strikes since September against people the Trump administration accuses of smuggling drugs,u s military strikes another boat in eastern pacific killing the united states has carried out dozens of boat strikes since september against people the trump administration accuses of smuggling drugs
New York Times,2026-04-27,King Charles Is Coming to the U.S. at a Very Delicate Time,"Not since his mother, Queen Elizabeth II, traveled to Washington after the Suez Crisis has a visit by the British monarch come at such a fraught point in Anglo-American relations.","King Charles Is Coming to the U.S. at a Very Delicate Time Not since his mother, Queen Elizabeth II, traveled to Washington after the Suez Crisis has a visit by the British monarch come at such a fraught point in Anglo-American relations.",King Charles Is Coming to the U S at a Very Delicate Time Not since his mother Queen Elizabeth II traveled to Washington after the Suez Crisis has a visit by the British monarch come at such a fraught point in Anglo-American relations,king charles is coming to the u s at a very delicate time not since his mother queen elizabeth ii traveled to washington after the suez crisis has a visit by the british monarch come at such a fraught point in anglo-american relations
New York Times,2026-04-28,8 Memorable Moments From Past British Royal Visits to the U.S.,"With King Charles III and Queen Camilla set to arrive for a state visit with President Trump, we look back at some major moments in previous royal trips to the United States.","8 Memorable Moments From Past British Royal Visits to the U.S. With King Charles III and Queen Camilla set to arrive for a state visit with President Trump, we look back at some major moments in previous royal trips to the United States.",Memorable Moments From Past British Royal Visits to the U S With King Charles III and Queen Camilla set to arrive for a state visit with President Trump we look back at some major moments in previous royal trips to the United States,memorable moments from past british royal visits to the u s with king charles iii and queen camilla set to arrive for a state visit with president trump we look back at some major moments in previous royal trips to the united states
New York Times,2026-04-27,The Rising Chinese Automaker Not Named BYD,"Geely is challenging the giant BYD by adapting quickly to swings in demand and energy prices, seizing on interest in electric vehicles prompted by the war in Iran.","The Rising Chinese Automaker Not Named BYD Geely is challenging the giant BYD by adapting quickly to swings in demand and energy prices, seizing on interest in electric vehicles prompted by the war in Iran.",The Rising Chinese Automaker Not Named BYD Geely is challenging the giant BYD by adapting quickly to swings in demand and energy prices seizing on interest in electric vehicles prompted by the war in Iran,the rising chinese automaker not named byd geely is challenging the giant byd by adapting quickly to swings in demand and energy prices seizing on interest in electric vehicles prompted by the war in iran
New York Times,2026-04-27,How a Trump Event Shooting Unfolded,"The gunman had written a “manifesto,” the president said, before trying to enter a dinner in Washington for the White House press corps.","How a Trump Event Shooting Unfolded The gunman had written a “manifesto,” the president said, before trying to enter a dinner in Washington for the White House press corps.",How a Trump Event Shooting Unfolded The gunman had written a manifesto the president said before trying to enter a dinner in Washington for the White House press corps,how a trump event shooting unfolded the gunman had written a manifesto the president said before trying to enter a dinner in washington for the white house press corps
New York Times,2026-04-26,Former Israeli Premiers Join in Bid to Oust Netanyahu in Elections,"Naftali Bennett, a right-wing politician, and Yair Lapid, a centrist, will merge parties for a vote later this year.","Former Israeli Premiers Join in Bid to Oust Netanyahu in Elections Naftali Bennett, a right-wing politician, and Yair Lapid, a centrist, will merge parties for a vote later this year.",Former Israeli Premiers Join in Bid to Oust Netanyahu in Elections Naftali Bennett a right-wing politician and Yair Lapid a centrist will merge parties for a vote later this year,former israeli premiers join in bid to oust netanyahu in elections naftali bennett a right-wing politician and yair lapid a centrist will merge parties for a vote later this year
New York Times,2026-04-28,What to Know About the U.S.-Iran Peace Talks,"Negotiations to end the war appear to have hit an impasse over Iran’s nuclear future. Without a deal in place, the Strait of Hormuz remains mostly shut.","What to Know About the U.S.-Iran Peace Talks Negotiations to end the war appear to have hit an impasse over Iran’s nuclear future. Without a deal in place, the Strait of Hormuz remains mostly shut.",What to Know About the U S -Iran Peace Talks Negotiations to end the war appear to have hit an impasse over Iran s nuclear future Without a deal in place the Strait of Hormuz remains mostly shut,what to know about the u s -iran peace talks negotiations to end the war appear to have hit an impasse over iran s nuclear future without a deal in place the strait of hormuz remains mostly shut
New York Times,2026-04-26,"Iran and U.S. Sink Into Awkward Limbo of ‘No War, No Peace’","Each side is betting it can last longer than the other, analysts say. But there are risks in a stalemate without a deal.","Iran and U.S. Sink Into Awkward Limbo of ‘No War, No Peace’ Each side is betting it can last longer than the other, analysts say. But there are risks in a stalemate without a deal.",Iran and U S Sink Into Awkward Limbo of No War No Peace Each side is betting it can last longer than the other analysts say But there are risks in a stalemate without a deal,iran and u s sink into awkward limbo of no war no peace each side is betting it can last longer than the other analysts say but there are risks in a stalemate without a deal
New York Times,2026-04-26,Islamabad Reopens After U.S.-Iran Talks Fail to Materialize,"Officials had locked the city down, anticipating talks between U.S. and Iranian delegations. But they didn’t happen. “What did I close my business for?” one business owner asked.","Islamabad Reopens After U.S.-Iran Talks Fail to Materialize Officials had locked the city down, anticipating talks between U.S. and Iranian delegations. But they didn’t happen. “What did I close my business for?” one business owner asked.",Islamabad Reopens After U S -Iran Talks Fail to Materialize Officials had locked the city down anticipating talks between U S and Iranian delegations But they didn t happen What did I close my business for one business owner asked,islamabad reopens after u s -iran talks fail to materialize officials had locked the city down anticipating talks between u s and iranian delegations but they didn t happen what did i close my business for one business owner asked
New York Times,2026-04-26,"Israel and Hezbollah Trade Strikes in Lebanon, as Iran Talks Remain on Hold","Cease-fires in Lebanon and Iran are on shaky ground, with military attacks flaring and direct talks between Washington and Tehran to end their war stalled.","Israel and Hezbollah Trade Strikes in Lebanon, as Iran Talks Remain on Hold Cease-fires in Lebanon and Iran are on shaky ground, with military attacks flaring and direct talks between Washington and Tehran to end their war stalled.",Israel and Hezbollah Trade Strikes in Lebanon as Iran Talks Remain on Hold Cease-fires in Lebanon and Iran are on shaky ground with military attacks flaring and direct talks between Washington and Tehran to end their war stalled,israel and hezbollah trade strikes in lebanon as iran talks remain on hold cease-fires in lebanon and iran are on shaky ground with military attacks flaring and direct talks between washington and tehran to end their war stalled
New York Times,2026-04-26,"Israel’s President, Putting Off Decision on Pardon for Netanyahu, Will Push for Plea Deal","President Isaac Herzog of Israel has decided not to issue a pardon to Prime Minister Benjamin Netanyahu in his corruption case at this time, and instead will seek mediation, officials say.","Israel’s President, Putting Off Decision on Pardon for Netanyahu, Will Push for Plea Deal President Isaac Herzog of Israel has decided not to issue a pardon to Prime Minister Benjamin Netanyahu in his corruption case at this time, and instead will seek mediation, officials say.",Israel s President Putting Off Decision on Pardon for Netanyahu Will Push for Plea Deal President Isaac Herzog of Israel has decided not to issue a pardon to Prime Minister Benjamin Netanyahu in his corruption case at this time and instead will seek mediation officials say,israel s president putting off decision on pardon for netanyahu will push for plea deal president isaac herzog of israel has decided not to issue a pardon to prime minister benjamin netanyahu in his corruption case at this time and instead will seek mediation officials say
New York Times,2026-04-26,What Happened After The New York Times Found a Cartel Mine on a Colombian Military Base,"Officers denied that an illegal, large-scale gold operation was underway within earshot of their posts. But we had seen it with our own eyes.","What Happened After The New York Times Found a Cartel Mine on a Colombian Military Base Officers denied that an illegal, large-scale gold operation was underway within earshot of their posts. But we had seen it with our own eyes.",What Happened After The New York Times Found a Cartel Mine on a Colombian Military Base Officers denied that an illegal large-scale gold operation was underway within earshot of their posts But we had seen it with our own eyes,what happened after the new york times found a cartel mine on a colombian military base officers denied that an illegal large-scale gold operation was underway within earshot of their posts but we had seen it with our own eyes
New York Times,2026-04-28,How We Traced U.S. Government Gold to a Drug Cartel,"Three reporters followed supply chains to reveal that the U.S. Mint buys gold that comes from foreign pawn shops and drug dealers, then claims it is from the United States.","How We Traced U.S. Government Gold to a Drug Cartel Three reporters followed supply chains to reveal that the U.S. Mint buys gold that comes from foreign pawn shops and drug dealers, then claims it is from the United States.",How We Traced U S Government Gold to a Drug Cartel Three reporters followed supply chains to reveal that the U S Mint buys gold that comes from foreign pawn shops and drug dealers then claims it is from the United States,how we traced u s government gold to a drug cartel three reporters followed supply chains to reveal that the u s mint buys gold that comes from foreign pawn shops and drug dealers then claims it is from the united states
New York Times,2026-04-26,How Drug Cartel Gold Ends Up at the U.S. Mint,"The U.S. Mint is legally required to sell only legal, domestic gold. Instead, it is the last link in a chain that launders foreign gold for an insatiable market. Our reporter Justin Scheck traced one such supply chain: from an illegal mine in Colombia all the way to the Mint’s facilities in West Point, N.Y.","How Drug Cartel Gold Ends Up at the U.S. Mint The U.S. Mint is legally required to sell only legal, domestic gold. Instead, it is the last link in a chain that launders foreign gold for an insatiable market. Our reporter Justin Scheck traced one such supply chain: from an illegal mine in Colombia all the way to the Mint’s facilities in West Point, N.Y.",How Drug Cartel Gold Ends Up at the U S Mint The U S Mint is legally required to sell only legal domestic gold Instead it is the last link in a chain that launders foreign gold for an insatiable market Our reporter Justin Scheck traced one such supply chain from an illegal mine in Colombia all the way to the Mint s facilities in West Point N Y,how drug cartel gold ends up at the u s mint the u s mint is legally required to sell only legal domestic gold instead it is the last link in a chain that launders foreign gold for an insatiable market our reporter justin scheck traced one such supply chain from an illegal mine in colombia all the way to the mint s facilities in west point n y
New York Times,2026-04-27,U.S. Mint Buys Drug Cartel Gold and Sells It as ‘American’,"As prices for the precious metal soar, the industry’s guardrails have broken down.","U.S. Mint Buys Drug Cartel Gold and Sells It as ‘American’ As prices for the precious metal soar, the industry’s guardrails have broken down.",U S Mint Buys Drug Cartel Gold and Sells It as American As prices for the precious metal soar the industry s guardrails have broken down,u s mint buys drug cartel gold and sells it as american as prices for the precious metal soar the industry s guardrails have broken down
New York Times,2026-04-26,"In Japan, the Fight Is on Against Unruly Tourists",Huge crowds of visitors during cherry blossom season have put a picturesque Japanese town on edge. Some residents are trying to take charge.,"In Japan, the Fight Is on Against Unruly Tourists Huge crowds of visitors during cherry blossom season have put a picturesque Japanese town on edge. Some residents are trying to take charge.",In Japan the Fight Is on Against Unruly Tourists Huge crowds of visitors during cherry blossom season have put a picturesque Japanese town on edge Some residents are trying to take charge,in japan the fight is on against unruly tourists huge crowds of visitors during cherry blossom season have put a picturesque japanese town on edge some residents are trying to take charge
New York Times,2026-04-28,What to Know About King Charles and Queen Camilla’s U.S. State Visit Hosted by Trump,"The British royals arrived on Monday for a visit hosted by President Trump, with a garden party, an address to Congress and a banquet on the schedule.","What to Know About King Charles and Queen Camilla’s U.S. State Visit Hosted by Trump The British royals arrived on Monday for a visit hosted by President Trump, with a garden party, an address to Congress and a banquet on the schedule.",What to Know About King Charles and Queen Camilla s U S State Visit Hosted by Trump The British royals arrived on Monday for a visit hosted by President Trump with a garden party an address to Congress and a banquet on the schedule,what to know about king charles and queen camilla s u s state visit hosted by trump the british royals arrived on monday for a visit hosted by president trump with a garden party an address to congress and a banquet on the schedule
New York Times,2026-04-26,"40 Years After the Meltdown, War Layers Another Disaster on Chernobyl","Ideas have been floated for how the contaminated zone could bring economic benefits to Ukraine. But for the foreseeable future, it will be an army-controlled security belt.","40 Years After the Meltdown, War Layers Another Disaster on Chernobyl Ideas have been floated for how the contaminated zone could bring economic benefits to Ukraine. But for the foreseeable future, it will be an army-controlled security belt.",Years After the Meltdown War Layers Another Disaster on Chernobyl Ideas have been floated for how the contaminated zone could bring economic benefits to Ukraine But for the foreseeable future it will be an army-controlled security belt,years after the meltdown war layers another disaster on chernobyl ideas have been floated for how the contaminated zone could bring economic benefits to ukraine but for the foreseeable future it will be an army-controlled security belt
New York Times,2026-04-26,"40 Years Ago, a Nuclear Catastrophe at Chernobyl","Photographs from the first days of the Chernobyl disaster and of the aftermath years later show the response, the evacuation and the long-term consequences of the world’s worst nuclear accident.","40 Years Ago, a Nuclear Catastrophe at Chernobyl Photographs from the first days of the Chernobyl disaster and of the aftermath years later show the response, the evacuation and the long-term consequences of the world’s worst nuclear accident.",Years Ago a Nuclear Catastrophe at Chernobyl Photographs from the first days of the Chernobyl disaster and of the aftermath years later show the response the evacuation and the long-term consequences of the world s worst nuclear accident,years ago a nuclear catastrophe at chernobyl photographs from the first days of the chernobyl disaster and of the aftermath years later show the response the evacuation and the long-term consequences of the world s worst nuclear accident
New York Times,2026-04-26,How Nieves González’s Painting of Lily Allen Made Her Famous,"Nieves González, a 29-year-old painter, once worked in relative obscurity in Andalusia. Her picture of the British singer Lily Allen changed that.","How Nieves González’s Painting of Lily Allen Made Her Famous Nieves González, a 29-year-old painter, once worked in relative obscurity in Andalusia. Her picture of the British singer Lily Allen changed that.",How Nieves Gonz lez s Painting of Lily Allen Made Her Famous Nieves Gonz lez a -year-old painter once worked in relative obscurity in Andalusia Her picture of the British singer Lily Allen changed that,how nieves gonz lez s painting of lily allen made her famous nieves gonz lez a -year-old painter once worked in relative obscurity in andalusia her picture of the british singer lily allen changed that
New York Times,2026-04-25,Al Qaeda-Linked Militants Launch Major Attacks on Cities Across Mali,The armed group JNIM claimed to have seized two key cities and destroyed the defense minister’s residence in a coordinated offensive that experts said was a major escalation in yearslong hostilities.,Al Qaeda-Linked Militants Launch Major Attacks on Cities Across Mali The armed group JNIM claimed to have seized two key cities and destroyed the defense minister’s residence in a coordinated offensive that experts said was a major escalation in yearslong hostilities.,Al Qaeda-Linked Militants Launch Major Attacks on Cities Across Mali The armed group JNIM claimed to have seized two key cities and destroyed the defense minister s residence in a coordinated offensive that experts said was a major escalation in yearslong hostilities,al qaeda-linked militants launch major attacks on cities across mali the armed group jnim claimed to have seized two key cities and destroyed the defense minister s residence in a coordinated offensive that experts said was a major escalation in yearslong hostilities
New York Times,2026-04-26,"Crushed at the Polls, Hungary’s Former Ruling Party Licks Its Wounds","Viktor Orban, who helped found the Fidesz party, said he would leave his Parliament seat but hoped to remain as head of his party.","Crushed at the Polls, Hungary’s Former Ruling Party Licks Its Wounds Viktor Orban, who helped found the Fidesz party, said he would leave his Parliament seat but hoped to remain as head of his party.",Crushed at the Polls Hungary s Former Ruling Party Licks Its Wounds Viktor Orban who helped found the Fidesz party said he would leave his Parliament seat but hoped to remain as head of his party,crushed at the polls hungary s former ruling party licks its wounds viktor orban who helped found the fidesz party said he would leave his parliament seat but hoped to remain as head of his party
New York Times,2026-04-25,Families of Iranian Children Killed in School Airstrike Pen Letter to Pope,"Pope Leo said he has seen the letter from the parents of more than 100 children killed in the strike, which a preliminary inquiry found resulted from a mistake by the U.S. military.","Families of Iranian Children Killed in School Airstrike Pen Letter to Pope Pope Leo said he has seen the letter from the parents of more than 100 children killed in the strike, which a preliminary inquiry found resulted from a mistake by the U.S. military.",Families of Iranian Children Killed in School Airstrike Pen Letter to Pope Pope Leo said he has seen the letter from the parents of more than children killed in the strike which a preliminary inquiry found resulted from a mistake by the U S military,families of iranian children killed in school airstrike pen letter to pope pope leo said he has seen the letter from the parents of more than children killed in the strike which a preliminary inquiry found resulted from a mistake by the u s military
New York Times,2026-04-25,2 C.I.A. Officers Killed in Mexico Crash Lacked Proper Authorization,The two Americans were killed on Sunday when their vehicle crashed while returning from an antidrug operation led by Mexico’s armed forces in the state of Chihuahua.,2 C.I.A. Officers Killed in Mexico Crash Lacked Proper Authorization The two Americans were killed on Sunday when their vehicle crashed while returning from an antidrug operation led by Mexico’s armed forces in the state of Chihuahua.,C I A Officers Killed in Mexico Crash Lacked Proper Authorization The two Americans were killed on Sunday when their vehicle crashed while returning from an antidrug operation led by Mexico s armed forces in the state of Chihuahua,c i a officers killed in mexico crash lacked proper authorization the two americans were killed on sunday when their vehicle crashed while returning from an antidrug operation led by mexico s armed forces in the state of chihuahua
New York Times,2026-04-26,Big-Game Hunter From California Is Killed by Elephant in Gabon,"Ernie Dosio, 75, of Lodi, Calif., was hunting a species of antelope in the dense forests of Gabon when his hunting party stumbled on a small herd of female elephants with calves.","Big-Game Hunter From California Is Killed by Elephant in Gabon Ernie Dosio, 75, of Lodi, Calif., was hunting a species of antelope in the dense forests of Gabon when his hunting party stumbled on a small herd of female elephants with calves.",Big-Game Hunter From California Is Killed by Elephant in Gabon Ernie Dosio of Lodi Calif was hunting a species of antelope in the dense forests of Gabon when his hunting party stumbled on a small herd of female elephants with calves,big-game hunter from california is killed by elephant in gabon ernie dosio of lodi calif was hunting a species of antelope in the dense forests of gabon when his hunting party stumbled on a small herd of female elephants with calves
New York Times,2026-04-25,"Semyon Gluzman, 79, Dies; Doctor Dared to Criticize Soviet Psychiatry",He was imprisoned for calling attention to the practice of declaring dissidents mentally ill. He later led efforts to confront his field’s dark past.,"Semyon Gluzman, 79, Dies; Doctor Dared to Criticize Soviet Psychiatry He was imprisoned for calling attention to the practice of declaring dissidents mentally ill. He later led efforts to confront his field’s dark past.",Semyon Gluzman Dies Doctor Dared to Criticize Soviet Psychiatry He was imprisoned for calling attention to the practice of declaring dissidents mentally ill He later led efforts to confront his field s dark past,semyon gluzman dies doctor dared to criticize soviet psychiatry he was imprisoned for calling attention to the practice of declaring dissidents mentally ill he later led efforts to confront his field s dark past
New York Times,2026-04-26,"Trump Cancels Witkoff and Kushner’s Trip for Iran Talks, Saying, ‘We Have All the Cards.’",The last-minute scuttling of the trip to Pakistan was the latest sign of how far apart the two sides are on reaching a deal to end the Iran war.,"Trump Cancels Witkoff and Kushner’s Trip for Iran Talks, Saying, ‘We Have All the Cards.’ The last-minute scuttling of the trip to Pakistan was the latest sign of how far apart the two sides are on reaching a deal to end the Iran war.",Trump Cancels Witkoff and Kushner s Trip for Iran Talks Saying We Have All the Cards The last-minute scuttling of the trip to Pakistan was the latest sign of how far apart the two sides are on reaching a deal to end the Iran war,trump cancels witkoff and kushner s trip for iran talks saying we have all the cards the last-minute scuttling of the trip to pakistan was the latest sign of how far apart the two sides are on reaching a deal to end the iran war
The Guardian,2026-04-28,Russia claims its Africa Corps group prevented coup in Mali after rebels seize towns,"Kremlin-controlled paramilitaries also alleged it inflicted ‘irreplaceable losses’ on insurgents avoiding civilian casualtiesRussia’s defence ministry has claimed its Africa Corps – the successor to the former Wagner mercenary group – had prevented a coup in Mali over the weekend, avoiding mass civilian casualties and inflicting “irreplaceable losses” on rebel insurgents.It said in a statement that its troops in the desert town of Kidal near the Algerian border had fought for more than 24 hours while completely surrounded and vastly outnumbered. It also alleged without providing evidence, that the militants had been trained by European mercenary instructors including Ukrainians. The casualty toll was not specified. Continue reading...","Russia claims its Africa Corps group prevented coup in Mali after rebels seize towns Kremlin-controlled paramilitaries also alleged it inflicted ‘irreplaceable losses’ on insurgents avoiding civilian casualtiesRussia’s defence ministry has claimed its Africa Corps – the successor to the former Wagner mercenary group – had prevented a coup in Mali over the weekend, avoiding mass civilian casualties and inflicting “irreplaceable losses” on rebel insurgents.It said in a statement that its troops in the desert town of Kidal near the Algerian border had fought for more than 24 hours while completely surrounded and vastly outnumbered. It also alleged without providing evidence, that the militants had been trained by European mercenary instructors including Ukrainians. The casualty toll was not specified. Continue reading...",Russia claims its Africa Corps group prevented coup in Mali after rebels seize towns Kremlin-controlled paramilitaries also alleged it inflicted irreplaceable losses on insurgents avoiding civilian casualtiesRussia s defence ministry has claimed its Africa Corps the successor to the former Wagner mercenary group had prevented a coup in Mali over the weekend avoiding mass civilian casualties and inflicting irreplaceable losses on rebel insurgents It said in a statement that its troops in the desert town of Kidal near the Algerian border had fought for more than hours while completely surrounded and vastly outnumbered It also alleged without providing evidence that the militants had been trained by European mercenary instructors including Ukrainians The casualty toll was not specified Continue reading,russia claims its africa corps group prevented coup in mali after rebels seize towns kremlin-controlled paramilitaries also alleged it inflicted irreplaceable losses on insurgents avoiding civilian casualtiesrussia s defence ministry has claimed its africa corps the successor to the former wagner mercenary group had prevented a coup in mali over the weekend avoiding mass civilian casualties and inflicting irreplaceable losses on rebel insurgents it said in a statement that its troops in the desert town of kidal near the algerian border had fought for more than hours while completely surrounded and vastly outnumbered it also alleged without providing evidence that the militants had been trained by european mercenary instructors including ukrainians the casualty toll was not specified continue reading
The Guardian,2026-04-28,Fears of resurgence in Somali piracy after three vessels hijacked in past week,"Pirates appear to be taking advantage of international naval strength being diverted elsewhere in regionThree vessels have been hijacked off the coast of Somalia in the past week, raising fears of a resurgence in piracy around the Horn of Africa, and adding to the woes of the global shipping industry.The merchant vessel Sward was taken over on 26 April, a day after a dhow was seized. These followed the 21 April hijacking of Honour 25, a motor tanker carrying 18,000 barrels of oil, according to the Maritime Security Centre Indian Ocean (MSCIO), the tracking service of the EU’s naval force. Continue reading...","Fears of resurgence in Somali piracy after three vessels hijacked in past week Pirates appear to be taking advantage of international naval strength being diverted elsewhere in regionThree vessels have been hijacked off the coast of Somalia in the past week, raising fears of a resurgence in piracy around the Horn of Africa, and adding to the woes of the global shipping industry.The merchant vessel Sward was taken over on 26 April, a day after a dhow was seized. These followed the 21 April hijacking of Honour 25, a motor tanker carrying 18,000 barrels of oil, according to the Maritime Security Centre Indian Ocean (MSCIO), the tracking service of the EU’s naval force. Continue reading...",Fears of resurgence in Somali piracy after three vessels hijacked in past week Pirates appear to be taking advantage of international naval strength being diverted elsewhere in regionThree vessels have been hijacked off the coast of Somalia in the past week raising fears of a resurgence in piracy around the Horn of Africa and adding to the woes of the global shipping industry The merchant vessel Sward was taken over on April a day after a dhow was seized These followed the April hijacking of Honour a motor tanker carrying barrels of oil according to the Maritime Security Centre Indian Ocean MSCIO the tracking service of the EU s naval force Continue reading,fears of resurgence in somali piracy after three vessels hijacked in past week pirates appear to be taking advantage of international naval strength being diverted elsewhere in regionthree vessels have been hijacked off the coast of somalia in the past week raising fears of a resurgence in piracy around the horn of africa and adding to the woes of the global shipping industry the merchant vessel sward was taken over on april a day after a dhow was seized these followed the april hijacking of honour a motor tanker carrying barrels of oil according to the maritime security centre indian ocean mscio the tracking service of the eu s naval force continue reading
The Guardian,2026-04-28,Taking power in Mali might be a stretch but insurgents can force hand of weakened regime,"Coordinated attack by JNIM and the Tuareg minority inflicted significant casualties on government forces and Russian auxiliariesWhen al-Qaida-affiliated Islamic militants launched a series of attacks on military bases and raids into major towns in Mali and neighbouring Burkina Faso last summer, observers suggested they had been inspired by their counterparts in Syria, who had overthrown the regime of Bashar al-Assad and taken power six months or so earlier.Despite the tactical successes that earned them the fearful title of the “Ghost Army”, seizing swathes of territory and denying cities and the military of fuel and other essentials, the chances of Jama’at Nusrat ul-Islam wa al-Muslimin (JNIM) definitively defeating Mali’s military regime and the thousand or so Russian mercenaries hired to defend it looked poor. Continue reading...","Taking power in Mali might be a stretch but insurgents can force hand of weakened regime Coordinated attack by JNIM and the Tuareg minority inflicted significant casualties on government forces and Russian auxiliariesWhen al-Qaida-affiliated Islamic militants launched a series of attacks on military bases and raids into major towns in Mali and neighbouring Burkina Faso last summer, observers suggested they had been inspired by their counterparts in Syria, who had overthrown the regime of Bashar al-Assad and taken power six months or so earlier.Despite the tactical successes that earned them the fearful title of the “Ghost Army”, seizing swathes of territory and denying cities and the military of fuel and other essentials, the chances of Jama’at Nusrat ul-Islam wa al-Muslimin (JNIM) definitively defeating Mali’s military regime and the thousand or so Russian mercenaries hired to defend it looked poor. Continue reading...",Taking power in Mali might be a stretch but insurgents can force hand of weakened regime Coordinated attack by JNIM and the Tuareg minority inflicted significant casualties on government forces and Russian auxiliariesWhen al-Qaida-affiliated Islamic militants launched a series of attacks on military bases and raids into major towns in Mali and neighbouring Burkina Faso last summer observers suggested they had been inspired by their counterparts in Syria who had overthrown the regime of Bashar al-Assad and taken power six months or so earlier Despite the tactical successes that earned them the fearful title of the Ghost Army seizing swathes of territory and denying cities and the military of fuel and other essentials the chances of Jama at Nusrat ul-Islam wa al-Muslimin JNIM definitively defeating Mali s military regime and the thousand or so Russian mercenaries hired to defend it looked poor Continue reading,taking power in mali might be a stretch but insurgents can force hand of weakened regime coordinated attack by jnim and the tuareg minority inflicted significant casualties on government forces and russian auxiliarieswhen al-qaida-affiliated islamic militants launched a series of attacks on military bases and raids into major towns in mali and neighbouring burkina faso last summer observers suggested they had been inspired by their counterparts in syria who had overthrown the regime of bashar al-assad and taken power six months or so earlier despite the tactical successes that earned them the fearful title of the ghost army seizing swathes of territory and denying cities and the military of fuel and other essentials the chances of jama at nusrat ul-islam wa al-muslimin jnim definitively defeating mali s military regime and the thousand or so russian mercenaries hired to defend it looked poor continue reading
The Guardian,2026-04-27,"Gunmen kill at least 29 at football pitch in north-east Nigeria, governor says","Attack in Adamawa state continues wave of violence across the country, including armed raid on orphanage in KogiGunmen have killed at least 29 people in north-east Nigeria, a state governor said on Monday, with local people saying the attackers targeted young people gathered at a football pitch, the latest bout of deadly unrest in Africa’s most populous nation.The attack on Sunday occurred in Adamawa state, which borders Cameroon, and is a hotspot for violence by jihadists and criminal gangs. Communal violence over conflict for land is also rife in the state. Continue reading...","Gunmen kill at least 29 at football pitch in north-east Nigeria, governor says Attack in Adamawa state continues wave of violence across the country, including armed raid on orphanage in KogiGunmen have killed at least 29 people in north-east Nigeria, a state governor said on Monday, with local people saying the attackers targeted young people gathered at a football pitch, the latest bout of deadly unrest in Africa’s most populous nation.The attack on Sunday occurred in Adamawa state, which borders Cameroon, and is a hotspot for violence by jihadists and criminal gangs. Communal violence over conflict for land is also rife in the state. Continue reading...",Gunmen kill at least at football pitch in north-east Nigeria governor says Attack in Adamawa state continues wave of violence across the country including armed raid on orphanage in KogiGunmen have killed at least people in north-east Nigeria a state governor said on Monday with local people saying the attackers targeted young people gathered at a football pitch the latest bout of deadly unrest in Africa s most populous nation The attack on Sunday occurred in Adamawa state which borders Cameroon and is a hotspot for violence by jihadists and criminal gangs Communal violence over conflict for land is also rife in the state Continue reading,gunmen kill at least at football pitch in north-east nigeria governor says attack in adamawa state continues wave of violence across the country including armed raid on orphanage in kogigunmen have killed at least people in north-east nigeria a state governor said on monday with local people saying the attackers targeted young people gathered at a football pitch the latest bout of deadly unrest in africa s most populous nation the attack on sunday occurred in adamawa state which borders cameroon and is a hotspot for violence by jihadists and criminal gangs communal violence over conflict for land is also rife in the state continue reading
